SalePrice,GrLivArea,TotalBsmtSF,FirstFlrSF,SecondFlrSF,GarageCars,GarageArea,YearBuilt,FullBath,TotRmsAbvGrd,CentralAir
263000,2094,912,912,1182,2,615,2003,2,8,1
185000,1221,1221,1221,0,2,400,2004,2,6,1
234500,1553,1553,1553,0,2,588,2003,2,6,1
209000,1653,812,812,841,2,628,2003,2,6,1
159000,1218,1218,1218,0,2,576,2007,1,6,1
152000,1141,1141,1141,0,2,484,2006,1,6,1
143500,1158,1158,1158,0,0,0,2004,1,5,1
193000,1812,835,871,941,2,478,2004,2,8,1
203000,1512,1512,1512,0,3,845,2004,2,6,1
184900,1200,1176,1200,0,2,555,2003,2,5,1
159000,1114,1114,1114,0,2,576,2004,1,6,1
142000,1114,1114,1114,0,0,0,2004,1,6,1
153000,1114,1114,1114,0,2,576,2003,2,6,1
224243,1450,1450,1450,0,3,788,2008,2,6,1
220000,2122,913,913,1209,2,559,1996,2,8,1
257000,1844,1844,1844,0,2,620,2005,2,7,1
189000,1434,1454,1434,0,2,527,2001,2,6,1
171500,1730,816,833,897,2,528,1992,2,6,1
120000,1217,626,626,591,1,288,1980,1,6,1
145000,1332,1332,1332,0,2,542,1990,2,5,1
184000,1540,754,754,786,2,495,1994,2,6,1
162000,1400,676,698,702,2,465,1986,2,6,1
160000,1882,0,964,918,2,612,1981,2,8,1
82000,841,721,841,0,1,294,1950,1,4,1
76000,784,784,784,0,2,360,1928,1,5,0
110000,980,980,980,0,2,400,1962,1,5,1
135000,980,980,980,0,2,484,1977,1,6,1
141000,864,864,864,0,2,732,1961,1,5,1
122000,864,864,864,0,1,440,1961,1,5,1
124100,1020,1024,1020,0,1,288,1965,2,5,1
129000,912,912,912,0,1,300,1963,1,6,1
131400,1144,864,1144,0,1,264,1961,1,6,1
62383,864,864,864,0,1,360,1965,1,5,1
123000,912,912,912,0,1,252,1962,1,6,1
275000,2014,2014,2014,0,3,864,1980,2,6,1
235000,1755,975,975,780,2,524,1991,2,7,1
280750,3005,1376,1376,1629,3,704,2004,2,9,1
164500,1224,612,612,612,2,528,2009,2,4,1
173733,1224,612,612,612,2,528,2009,2,4,1
222000,1726,1726,1726,0,2,561,2008,2,6,1
195000,1256,1145,1256,0,2,641,2008,1,5,1
172500,1471,729,742,729,2,440,1999,2,6,1
180000,1512,756,756,756,2,440,2000,2,4,1
156000,1452,691,713,739,2,506,1999,2,6,1
172500,1739,970,983,756,2,480,1999,2,7,1
318750,1694,1694,1694,0,2,642,1977,2,5,1
211500,1226,1226,1226,0,2,484,1981,1,4,1
241600,1740,1740,1740,0,2,540,1981,1,7,1
180500,2499,392,1487,1012,2,527,1976,2,5,1
150000,1620,1281,1620,0,2,490,1976,2,8,1
154000,1556,727,829,727,2,441,1968,1,8,1
185000,1442,1442,1442,0,2,615,1970,2,6,1
185750,1489,1489,1489,0,2,462,1968,2,7,1
200000,2090,1107,1107,983,2,484,1973,2,7,1
206000,2067,752,1285,782,2,784,1974,2,7,1
162000,1395,723,735,660,2,497,1972,1,6,1
256900,2640,932,1271,1369,2,515,1967,2,8,1
197900,1724,1680,1724,0,2,480,1967,1,7,1
163000,1336,1288,1336,0,2,502,1969,2,6,1
113000,1216,1216,1216,0,1,336,1969,1,5,1
230000,2288,908,1316,972,2,520,1977,1,8,1
167900,1334,1350,1334,0,2,630,1977,2,6,1
213250,1680,1650,1680,0,2,583,1998,2,7,1
227000,1665,810,810,855,2,528,2001,2,6,1
130000,864,864,864,0,1,312,1967,1,5,1
143000,1568,1568,1568,0,2,440,1967,1,7,1
117500,925,925,925,0,1,429,1965,1,5,1
168500,2061,1165,1165,896,2,498,1974,2,8,1
172500,1320,1232,1320,0,2,495,1971,2,5,1
161500,1342,1372,1342,0,2,457,1967,2,7,1
141500,894,894,894,0,2,396,1960,1,5,1
118000,864,864,864,0,1,308,1959,1,5,1
127500,864,864,864,0,1,300,1959,1,5,1
140000,1362,1040,1362,0,3,768,1957,1,6,1
177625,1728,1048,1728,0,2,576,1956,2,7,1
110000,1776,1584,1776,0,3,888,1958,2,9,1
167000,1516,1516,1516,0,2,472,1964,1,6,1
153000,1313,1313,1313,0,2,610,1961,1,6,1
145100,1292,1292,1292,0,2,520,1964,1,6,1
154000,1154,1154,1154,0,2,480,1966,1,6,1
177500,2140,744,825,1315,2,549,1965,2,7,1
158000,1445,1127,1445,0,2,645,1964,1,7,1
124500,1041,1041,1041,0,1,270,1959,1,6,1
174500,1576,1208,1576,0,2,368,1961,1,7,1
122000,960,960,960,0,1,330,1955,1,5,1
82500,708,420,708,0,0,0,1940,1,5,1
110000,1203,709,979,224,1,352,1950,1,5,1
149500,1505,1505,1505,0,2,505,1953,1,6,1
175000,1691,1680,1691,0,2,550,1967,1,5,1
167000,1644,1416,1644,0,2,418,1953,1,7,1
128900,1050,1050,1050,0,1,338,1956,1,5,1
140000,1668,856,1112,556,1,271,1950,1,6,1
147000,1113,1113,1113,0,1,264,1950,1,5,1
124000,1584,1584,1584,0,3,792,1967,2,8,1
187500,1453,1453,1453,0,2,530,1961,2,6,1
159000,1394,1394,1394,0,2,514,1963,1,6,1
256000,1567,1562,1567,0,2,542,1966,2,5,1
205000,1986,768,1186,800,2,486,1965,2,7,1
193500,2142,896,1182,960,1,509,1968,2,8,1
110000,1392,1392,1392,0,2,576,1968,1,5,1
104900,1738,715,1281,457,1,368,1920,2,7,1
150000,1144,1169,1144,0,1,286,1956,1,6,1
156500,1478,1478,1478,0,2,442,1957,1,6,1
176000,1329,1329,1329,0,2,441,1960,1,5,1
149500,988,988,988,0,1,297,1959,2,6,1
139000,1632,1240,1632,0,1,338,1958,2,6,1
155000,1215,1215,1215,0,1,297,1958,1,6,1
120000,1202,1202,1202,0,1,304,1956,1,6,1
153000,1382,1382,1382,0,1,350,1955,1,6,1
144000,1200,1200,1200,0,1,294,1956,1,6,1
176000,1382,1362,1382,0,2,884,1962,1,6,1
153000,1297,1297,1297,0,2,498,1954,1,5,1
135000,1866,1866,1866,0,2,495,1958,2,8,1
131000,1062,1062,1062,0,1,297,1954,1,6,1
123000,1319,608,1319,0,1,270,1953,1,5,1
126000,1112,631,1112,0,2,480,1951,1,5,1
115000,1005,1005,1005,0,2,672,1955,1,5,1
164900,1363,1008,1363,0,1,288,1951,1,6,1
113000,793,793,793,0,1,240,1945,1,4,1
145500,1031,1031,1031,0,1,230,1952,1,5,1
102900,1210,0,1210,0,1,616,1953,1,7,1
95000,1699,978,1014,685,2,420,1900,2,7,1
152500,1527,699,801,726,2,410,1948,1,6,1
129900,1200,1200,1200,0,1,246,1950,1,6,1
132000,972,972,972,0,1,240,1948,1,5,1
99900,792,792,792,0,1,366,1958,1,4,1
135000,1656,660,808,704,1,180,1916,2,8,1
149000,1352,676,676,676,2,720,1939,2,7,1
114000,1039,405,717,322,1,281,1900,1,6,1
109500,792,768,792,0,1,240,1924,1,5,1
125000,1078,1054,1078,0,1,264,1925,1,6,1
142900,2377,1313,1313,0,2,528,1915,2,8,1
156500,1690,560,930,760,2,624,1910,2,5,1
59000,599,416,599,0,0,0,1940,1,4,0
105000,1374,840,840,534,1,338,1920,1,6,1
106000,846,720,846,0,2,576,1920,1,4,0
78500,725,630,725,0,1,320,1890,1,4,1
190000,2544,1248,1248,1296,3,907,1969,2,12,1
154000,1380,1380,1380,0,1,364,1963,1,6,1
163000,1040,1040,1040,0,2,480,1967,1,6,1
200000,2634,1248,1338,1296,4,968,1969,2,12,1
143500,951,951,951,0,2,480,1958,1,6,1
135000,1105,1105,1105,0,1,308,1957,1,5,1
153000,1306,992,1306,0,1,756,1957,1,5,1
157500,1478,1478,1478,0,2,498,1960,2,6,1
113500,1142,160,1142,0,1,384,1958,1,5,1
133000,1268,832,1036,0,1,288,1949,1,6,1
92900,1040,0,1040,0,2,400,1950,2,6,0
128500,1133,795,765,368,2,900,1950,1,5,0
90000,1040,0,1040,0,2,420,1949,2,6,0
138000,1904,1208,1136,768,1,240,1950,1,7,1
128000,1041,1041,1041,0,1,294,1958,1,6,1
139000,1339,1029,1339,0,1,294,1958,1,6,1
118900,732,732,732,0,1,240,1952,1,4,1
138000,1183,528,1183,0,1,288,1959,1,6,1
132500,1148,1148,1148,0,1,672,1959,1,6,1
133500,1461,832,832,629,1,384,1949,2,6,1
135000,1495,864,1064,0,2,576,1948,1,6,1
144750,1806,780,993,813,2,483,1964,1,8,1
145000,941,941,941,0,2,564,1978,1,4,1
127000,1045,1045,1045,0,1,264,1963,1,6,1
109500,894,894,894,0,1,308,1962,1,5,0
115000,1224,818,818,406,1,210,1926,1,5,1
110000,1230,440,682,548,2,440,1910,1,5,1
128900,1378,901,861,517,1,162,1935,1,6,1
103500,1944,972,972,972,2,324,1910,2,12,0
66500,1131,676,676,455,1,200,1941,1,5,1
130000,1306,240,810,496,2,472,1910,1,6,1
129000,1464,504,764,700,0,0,1910,2,7,1
150000,1558,690,868,690,2,400,1939,1,7,1
107500,2372,994,1378,994,1,432,1892,2,11,0
94550,1701,600,1101,600,0,0,1920,2,8,0
124500,1960,960,960,1000,2,400,1952,2,10,1
135000,1389,651,707,682,1,240,1946,1,6,1
103000,1447,801,801,646,0,0,1910,1,6,0
93000,936,936,936,0,2,576,1953,1,4,0
129500,1328,768,768,560,1,308,1950,1,6,1
93000,1387,811,811,576,1,256,1954,2,7,1
80000,861,861,861,0,2,288,1920,1,5,1
45000,612,0,612,0,1,308,1940,1,4,0
37900,968,600,600,368,0,0,1910,1,6,0
91300,886,190,886,0,1,273,1938,1,4,1
99500,792,624,792,0,1,287,1923,1,5,1
113000,1452,736,736,716,0,0,1920,2,8,1
87500,1510,677,833,677,2,720,1910,2,7,1
110000,1284,720,720,564,1,240,1947,1,5,1
106000,2138,849,1075,1063,2,360,1898,2,11,0
265979,2640,1240,1320,1320,4,864,1880,1,8,0
160000,2007,917,1090,917,1,357,1900,2,8,1
119000,1288,624,664,624,1,280,1917,1,5,1
168000,1742,916,916,826,2,424,1882,1,8,1
58500,816,624,816,0,0,0,1910,1,5,1
143000,1482,650,832,650,2,324,1920,1,7,1
85000,1022,1022,1022,0,1,280,1910,1,4,0
124900,1869,1088,1188,561,2,456,1890,1,7,1
119000,1480,972,1044,0,1,207,1920,1,6,1
146500,1521,741,780,741,3,640,1910,1,8,1
34900,720,720,720,0,0,0,1920,1,4,0
44000,797,245,797,0,0,0,1900,1,5,0
223500,1576,1324,1072,504,2,528,1923,1,6,1
149000,1432,1022,1432,0,1,216,1923,1,6,0
205000,1548,952,952,596,2,672,1925,2,5,0
137000,1654,297,1001,653,1,336,1930,2,7,1
121000,952,952,952,0,1,192,1916,1,4,0
128000,1324,672,757,567,1,240,1936,1,6,1
134900,1176,698,786,390,2,624,1937,1,4,1
117000,1348,884,884,464,1,216,1925,1,5,1
132500,1412,780,825,587,1,280,1939,1,6,1
93000,1142,468,822,320,1,320,1924,1,6,1
119000,904,884,904,0,1,180,1926,1,4,1
100000,1301,1145,1301,0,2,440,1924,1,5,1
141500,1539,927,1067,472,2,576,1936,1,5,1
133000,1573,884,989,584,1,240,1935,1,6,1
60000,800,264,800,0,0,0,1936,1,4,0
105000,875,715,875,0,1,180,1931,1,5,1
115000,995,960,995,0,1,264,1925,1,5,1
150000,1582,952,994,588,1,250,1938,2,6,1
126500,1072,1072,1072,0,5,1184,1925,1,5,1
214500,2134,844,1445,689,2,441,1916,2,10,0
167500,2019,728,1136,883,2,532,1910,1,8,0
155000,1768,1048,1048,720,2,576,1915,2,8,1
155000,1826,910,916,910,1,164,1915,1,7,1
179900,1944,672,1272,672,1,216,1915,2,8,1
104000,2229,755,929,929,0,0,1912,1,8,1
62500,2128,1040,1088,1040,0,0,1922,2,11,0
149000,1930,720,1146,784,1,316,1927,2,8,1
103000,1208,780,848,0,2,539,1925,1,5,1
123000,1427,483,741,686,1,379,1915,1,7,1
97500,1864,1020,978,886,0,0,1902,2,9,0
135000,1666,1204,1204,462,1,384,1927,1,4,1
70000,892,858,892,0,0,0,1923,1,5,1
116000,1403,698,754,649,1,308,1915,1,7,1
88750,704,560,704,0,1,220,1946,1,4,1
179000,1200,1200,1200,0,0,0,1987,3,5,1
179000,1200,1200,1200,0,0,0,1987,3,5,1
159900,1152,1152,1152,0,1,252,1978,2,6,1
61000,904,683,904,0,0,0,1922,0,4,0
103600,1369,672,697,672,1,300,1925,2,6,0
63000,1112,585,687,425,1,226,1934,2,6,0
175000,1464,520,1464,0,2,480,1963,2,6,1
139000,1121,1121,1121,0,2,480,1963,1,5,1
172500,1683,918,918,765,2,440,1978,2,7,1
113500,1052,1052,1052,0,1,668,1967,1,6,1
130000,899,864,899,0,1,288,1967,1,5,1
149900,1034,456,1034,0,2,504,1978,1,5,1
134900,858,858,858,0,2,576,1982,1,5,1
137000,860,840,860,0,2,528,1982,1,4,1
139000,1092,1092,1092,0,1,288,1962,1,6,1
165000,1774,552,904,611,1,384,1961,2,8,1
148000,1138,1138,1138,0,2,480,1960,1,6,1
165000,2071,825,2071,0,1,336,1956,1,9,1
63900,660,0,660,0,0,0,1947,1,5,0
161500,1788,1104,1104,684,1,304,1957,1,8,1
143000,1473,1437,1473,0,1,452,1968,1,5,1
135000,1229,1134,1229,0,1,284,1956,1,6,1
82500,861,861,861,0,2,539,1940,1,4,1
190000,1867,1617,1867,0,1,303,1955,1,7,1
139600,1733,0,1733,0,2,452,1955,2,8,1
122000,1383,0,1383,0,2,498,1954,1,6,1
127500,1689,1436,1689,0,2,480,1956,1,7,1
121500,1073,1073,1073,0,1,340,1956,1,5,1
60000,1276,1276,1276,0,1,350,1958,1,5,1
154400,1639,747,892,747,1,240,1946,1,6,1
113000,672,672,672,0,1,234,1941,1,4,1
125000,1089,1089,1089,0,1,252,1954,1,5,1
84000,845,0,845,0,1,290,1957,1,5,0
139500,1049,1049,1049,0,1,266,1984,2,5,1
131000,1716,768,1148,568,1,281,1949,1,8,1
105000,1258,560,698,560,1,280,1939,1,6,1
108000,1510,755,755,755,1,296,1940,1,7,1
162000,1061,1054,1061,0,2,462,1990,1,4,1
156500,1338,520,1338,0,2,576,1983,1,5,1
316600,2132,1496,1496,636,2,612,1983,1,5,1
271900,2196,2158,2196,0,3,701,1990,2,7,1
213000,1775,740,1006,769,2,425,1993,2,7,1
239900,1879,1079,1079,800,2,473,1993,2,8,1
239500,2020,1128,1142,878,2,466,1995,2,8,1
131000,2016,0,1288,728,2,576,1880,1,7,1
118964,1535,0,1535,0,2,410,1979,2,8,1
153337,1224,1086,1224,0,2,528,1979,0,6,1
147983,2228,0,1114,1114,2,720,1979,2,8,1
118858,1535,0,1535,0,2,400,1979,2,8,1
118858,1535,0,1535,0,2,400,1979,2,8,1
142953,2240,0,1120,1120,2,528,1979,2,12,1
148325,1229,1094,1229,0,2,672,1979,0,6,1
113722,1513,0,1513,0,2,400,1979,2,8,1
269500,2787,1168,1168,1619,4,820,2000,4,8,1
269500,2787,1168,1168,1619,4,820,2000,4,8,1
269500,2787,1168,1168,1619,4,820,2000,4,8,1
323262,1680,1555,1680,0,3,1138,2009,1,8,1
297000,1718,1705,1718,0,3,826,2007,2,7,1
295493,1630,1622,1630,0,3,860,2008,2,8,1
332000,1720,1720,1720,0,3,846,2008,2,8,1
239900,1468,1468,1468,0,3,904,2008,2,6,1
212000,1768,866,866,902,2,578,2007,2,7,1
272500,1838,1838,1838,0,2,524,2007,2,7,1
239000,1800,1800,1800,0,2,702,2007,2,7,1
220000,1604,1604,1604,0,2,660,2006,2,8,1
200000,1290,1282,1290,0,2,662,2007,2,6,1
221800,1254,1254,1254,0,3,810,2008,2,5,1
194500,1232,1232,1232,0,2,632,2007,2,6,1
237000,1498,1498,1498,0,3,844,2005,2,7,1
173000,1422,704,704,718,2,440,2005,2,7,1
275000,1644,1518,1644,0,2,569,1989,2,5,1
233500,1759,1449,944,815,2,525,1992,2,7,1
185000,2126,1013,1160,966,2,538,1967,2,7,1
152000,1040,1040,1040,0,2,576,1996,1,6,1
143000,990,990,990,0,1,440,1994,1,5,1
231500,1764,928,928,836,2,470,1997,2,7,1
212000,1661,799,827,834,2,550,1996,2,6,1
207000,1463,1463,1463,0,2,539,1998,2,5,1
145000,1097,1097,1097,0,2,672,1994,1,6,1
138000,990,990,990,0,2,480,1994,1,5,1
197900,1779,866,866,913,2,546,1998,2,6,1
204000,1501,1490,1501,0,2,577,1999,2,6,1
192000,1431,1431,1431,0,2,666,1999,2,6,1
200000,1772,928,928,844,2,492,1998,2,7,1
195000,1660,831,831,829,2,493,2002,2,7,1
227000,1573,1573,1573,0,2,544,2002,2,6,1
230000,1840,944,944,896,2,622,2001,2,6,1
187100,1430,1413,1430,0,2,605,2001,2,6,1
203000,1444,1431,1444,0,2,577,2002,2,6,1
201000,1492,1492,1492,0,2,608,2001,2,6,1
124000,1040,1040,1040,0,0,0,1978,2,5,1
140000,907,907,907,0,1,343,1978,1,5,1
134900,914,914,914,0,2,444,1979,1,5,1
150500,1040,1040,1040,0,2,484,1977,2,5,1
136500,864,864,864,0,1,336,1978,1,6,1
143500,1268,1268,1268,0,1,252,1977,1,5,1
133500,864,864,864,0,1,338,1972,1,5,1
123000,894,894,894,0,2,600,1972,1,6,1
133900,768,768,768,0,1,396,1972,1,5,1
133000,768,768,768,0,2,396,1972,1,5,1
250000,1611,1569,1611,0,3,1231,2002,2,6,1
254750,2184,1068,1068,1116,2,570,2003,2,8,1
236500,1788,1753,1788,0,2,522,2001,2,7,1
261500,1872,1299,1299,573,2,531,2001,2,7,1
313000,2153,1440,1476,677,3,736,2000,2,8,1
198500,1725,840,840,885,2,550,2002,2,6,1
211000,1870,944,944,926,2,608,2001,2,6,1
220000,1513,1462,1513,0,2,521,1999,2,5,1
203000,1504,1504,1504,0,2,478,1996,2,6,1
279500,1828,1822,1828,0,2,523,2002,2,7,1
210000,1417,1417,1417,0,2,511,1997,2,7,1
219500,2034,1057,1057,977,2,645,1997,2,8,1
191000,1716,880,909,807,2,512,1996,2,7,1
178000,1212,1212,1212,0,2,573,2001,2,6,1
213000,1630,1630,1630,0,2,451,2000,2,6,1
144000,848,848,848,0,2,420,2003,1,4,1
140000,848,848,848,0,2,420,2003,1,4,1
293200,1602,1578,1602,0,3,810,2007,2,7,1
190000,1728,864,864,864,2,572,2004,2,7,1
190000,1500,1500,1500,0,2,570,2004,2,6,1
173500,1476,738,738,738,2,540,2005,2,7,1
170000,1396,608,608,788,2,440,2007,2,6,1
108000,1126,0,1126,0,2,520,1949,2,5,1
167000,1486,1486,1486,0,2,480,1964,1,7,1
100000,816,816,816,0,1,288,1938,1,3,1
198500,1922,0,495,1427,2,672,2003,3,7,1
159500,1426,690,698,728,2,440,1977,1,6,1
127000,1149,1014,1149,0,1,544,1960,1,7,1
125000,1125,1041,1125,0,1,352,1976,1,6,1
320000,1698,1698,1698,0,3,768,2007,2,8,1
145500,1072,547,1072,0,2,525,2005,1,5,1
118000,698,698,698,0,0,0,1947,1,4,1
85000,876,876,876,0,1,320,1959,1,5,1
120000,1368,1078,1368,0,1,195,1950,1,6,1
98000,1529,0,1088,441,1,240,1945,2,9,0
99900,864,864,864,0,0,0,1922,1,4,1
82000,944,0,944,0,2,528,1952,1,4,0
119900,1678,1678,1678,0,0,0,1959,2,10,1
103500,1560,1150,1560,0,1,313,1956,1,7,1
112000,960,672,960,0,1,288,1956,1,5,1
110000,1196,684,684,512,2,528,1920,1,7,1
122000,1298,720,854,444,1,256,1941,1,6,1
117000,1604,984,984,620,2,660,1941,2,6,1
160000,1268,832,832,436,1,250,1938,1,7,1
159434,1520,793,848,672,1,281,1932,1,6,1
60000,438,290,438,0,1,246,1920,1,3,0
139500,1489,778,944,545,1,240,1940,2,7,1
197000,3082,824,1687,998,2,672,1920,2,12,1
105000,1242,583,647,595,1,180,1935,1,6,1
135000,1981,1122,1328,653,2,576,1928,2,7,1
147500,1232,816,1232,0,2,440,1916,1,6,1
137450,1608,976,1160,448,1,216,1925,2,7,1
155000,1135,560,575,560,2,576,1936,1,6,1
177000,1913,896,1172,741,2,342,1928,1,9,1
145000,1477,861,877,600,1,216,1928,2,6,1
137000,1228,600,628,600,1,215,1918,1,6,1
234000,2080,1276,1276,804,1,282,1926,1,9,1
205000,1567,840,840,727,2,440,1940,1,6,1
177500,1494,771,753,741,1,213,1942,1,7,1
160000,1308,728,976,332,1,256,1940,1,7,1
155000,1273,1273,1273,0,1,307,1960,1,5,1
163500,964,876,964,0,2,432,1921,1,5,1
154900,1343,731,820,523,1,186,1921,1,7,1
205000,2480,920,1240,1240,2,400,1940,2,13,1
144800,1112,1112,1112,0,1,390,1954,1,6,1
174500,1564,704,860,704,1,234,1941,1,7,1
193000,1561,1561,1561,0,2,463,1960,2,6,1
158000,1523,1067,986,537,1,295,1949,2,7,0
158500,1152,1092,1152,0,1,300,1950,1,6,1
224000,1906,1310,1906,0,2,576,1954,1,6,1
115000,1032,516,516,516,2,452,1980,1,5,1
137000,1229,561,561,668,2,462,1980,1,5,1
121000,1229,561,561,668,2,462,1980,1,5,1
124000,1229,561,561,668,2,462,1980,1,5,1
208000,1982,572,1182,800,2,501,1986,2,6,1
315000,2365,1803,2365,0,2,551,1971,2,7,1
222000,1680,880,1680,0,2,540,1988,2,5,1
147000,1344,672,672,672,1,468,1920,1,6,1
123000,2168,760,928,928,2,576,1900,2,11,0
78000,1192,596,596,596,1,189,1920,1,6,0
85000,1526,1013,1013,0,0,0,1915,1,6,0
75000,572,572,572,0,1,200,1925,1,4,0
230000,1648,1596,1648,0,2,482,2007,2,5,1
57625,810,0,810,0,1,280,1910,1,4,0
251000,2052,1107,1040,1012,3,642,2000,2,7,1
239686,2149,1434,1518,631,2,670,2003,1,6,1
240000,1710,1710,1710,0,2,550,2004,2,7,1
215000,1961,804,804,1157,2,560,2001,2,7,1
156450,926,902,926,0,1,351,1977,1,5,1
173000,1287,957,1287,0,2,541,1977,1,5,1
126000,1734,0,1302,432,2,539,1977,2,8,1
173000,1217,1188,1217,0,2,497,1990,2,6,1
152000,1595,1582,1595,0,2,672,1991,2,5,1
137500,1344,819,1344,0,2,525,1958,1,7,1
375000,2036,2136,2036,0,2,513,1965,2,8,1
315500,1620,1620,1620,0,3,912,2007,2,6,1
224500,1692,846,846,846,2,650,2009,2,6,1
410000,2036,2190,2036,0,3,780,2008,2,9,1
316500,1641,1641,1641,0,3,885,2008,2,7,1
201000,1466,1466,1466,0,3,610,2007,2,7,1
175000,1412,1392,1412,0,2,576,1988,2,6,1
204000,2237,712,1375,862,2,440,1980,2,7,1
213500,1479,1645,1479,0,2,578,1987,2,7,1
220000,1296,1267,1296,0,2,471,2001,2,6,1
170000,2014,912,1072,942,2,486,2003,2,9,1
315000,1838,1838,1838,0,3,765,2006,2,8,1
425000,1978,1978,1978,0,3,920,2007,2,7,1
139500,1008,1008,1008,0,1,384,1968,1,6,1
115000,1771,0,1771,0,2,336,1960,1,9,1
162000,1204,1204,1204,0,2,412,1998,2,5,1
165000,1224,1224,1224,0,2,402,1999,2,5,1
91000,988,462,526,462,1,297,1973,1,5,1
130000,874,864,874,0,1,288,1968,1,5,1
86000,630,630,630,0,1,286,1970,1,3,1
160000,1404,1188,1404,0,2,504,1969,2,7,1
80000,630,630,630,0,1,286,1970,1,3,1
97000,1344,546,798,546,0,0,1970,1,6,1
88000,1092,546,546,546,1,286,1970,1,6,1
131900,796,796,796,0,1,336,1972,1,4,1
131250,1091,384,1091,0,1,429,1993,1,5,1
165500,1110,1097,1110,0,2,602,1978,1,4,1
112000,833,833,833,0,0,0,1985,1,5,1
149000,883,828,883,0,2,698,1992,1,5,1
143000,1362,796,796,566,2,480,1993,1,5,1
130000,1287,624,624,663,2,440,1992,1,6,1
196000,1567,1567,1567,0,2,714,1977,2,5,1
173000,1632,784,784,848,2,898,1969,1,7,1
176500,1414,1184,1414,0,2,601,1958,1,6,1
237500,2117,1205,2117,0,2,550,1970,2,7,1
206900,2112,952,1092,1020,2,576,1969,2,9,1
187500,1604,926,926,678,2,470,1997,2,7,1
165000,1470,680,680,790,2,420,1995,2,7,1
195500,1604,926,926,678,2,472,1998,2,7,1
192000,1638,943,943,695,2,472,1998,2,7,1
173000,1636,916,916,720,2,386,1996,2,7,1
177900,1384,1348,1384,0,2,404,1996,2,7,1
175000,1446,729,729,717,2,406,1996,2,6,1
286000,1593,1593,1593,0,2,682,2001,1,5,1
247900,1682,1664,1682,0,2,528,1997,1,6,1
180000,1337,1337,1337,0,2,462,1993,2,5,1
180000,1280,1280,1280,0,2,506,1992,2,5,1
181000,1604,926,926,678,2,470,1997,2,7,1
183000,1633,932,932,701,2,460,1998,2,7,1
188000,1658,773,773,885,2,431,1995,2,8,1
194500,1895,712,1086,809,2,409,1994,2,7,1
185000,1709,836,851,858,2,416,1991,2,7,1
189000,1228,1228,1228,0,2,472,1988,2,5,1
188500,1337,1337,1337,0,2,462,1989,2,5,1
355000,2500,1168,1168,1332,3,683,2005,3,9,1
325000,2504,1122,1134,1370,3,656,2005,2,11,1
387000,1884,1884,1884,0,3,670,2004,2,7,1
115000,1474,1632,1474,0,2,495,1952,1,7,1
334000,1710,1710,1710,0,2,557,2007,2,6,1
133000,1488,1488,1488,0,2,738,1950,2,6,1
215000,2093,791,1236,857,2,542,1986,2,7,1
226500,1688,1675,1688,0,2,528,1988,2,6,1
175500,1422,1422,1422,0,2,576,1981,2,7,1
181900,1260,1260,1260,0,2,598,1983,2,6,1
235000,2064,2048,2064,0,2,550,1978,2,7,1
220000,1782,1782,1782,0,2,551,1979,2,6,1
272000,2872,1330,1542,1330,2,619,1977,2,11,1
161000,1211,1211,1211,0,2,461,1976,2,6,1
175000,1126,1126,1126,0,2,540,1977,2,6,1
185000,2044,738,1277,767,2,489,1980,2,7,1
146900,1308,720,720,588,2,484,1969,1,7,1
292500,2840,1420,1420,1420,4,1314,1978,2,8,1
180000,1523,1193,1523,0,2,478,1976,2,7,1
159900,1444,1444,1444,0,2,473,1976,2,5,1
205000,1964,803,1098,866,2,483,1976,2,8,1
157000,1178,1176,1178,0,2,439,1973,1,5,1
306000,2340,1236,1236,1104,3,787,1996,2,9,1
133000,1792,896,896,896,2,480,1974,2,8,1
151000,1054,1054,1054,0,2,460,1969,1,6,1
111900,936,936,936,0,1,288,1969,1,4,1
123000,864,864,864,0,2,576,1971,1,5,1
111250,864,864,864,0,2,576,1972,1,5,1
181000,1337,1405,1337,0,2,511,1998,2,5,1
103400,987,483,483,504,1,264,1973,1,5,1
100000,987,483,483,504,1,264,1973,1,5,1
100500,987,483,483,504,1,352,1972,1,5,1
106000,987,483,483,504,1,280,1970,1,5,1
85400,987,483,483,504,1,264,1971,1,4,1
89500,987,483,483,504,1,264,1971,1,5,1
111750,1302,630,630,672,1,264,1972,2,6,1
140000,1069,1069,1069,0,2,440,1977,2,4,1
143000,1456,855,855,601,2,460,1975,2,7,1
148500,1055,1055,1055,0,2,440,1977,2,4,1
110000,892,864,892,0,1,264,1966,1,5,1
394617,1932,1932,1932,0,3,774,2008,2,7,1
426000,2332,1682,1742,590,3,846,2007,2,9,1
385000,2084,2078,2084,0,3,1220,2007,2,7,1
446261,2713,1452,1476,1237,3,858,2008,2,11,1
317500,1582,1582,1582,0,3,905,2007,2,7,1
372402,1710,1710,1710,0,3,866,2007,2,6,1
417500,2464,2418,2464,0,3,650,2007,2,9,1
383000,1950,1950,1950,0,3,706,2007,2,7,1
390000,2748,1850,1850,898,3,850,2006,2,9,1
460000,2790,1620,1632,1158,4,1150,2005,2,10,1
379000,2331,1414,1414,917,3,1003,2005,2,9,1
250000,2088,948,948,1140,3,656,2007,2,10,1
316000,2332,1148,1170,1162,3,756,2004,2,9,1
615000,2470,2535,2470,0,3,789,2003,1,7,1
412500,2668,1572,1572,1096,3,726,2003,2,10,1
